sigla_uf,nome_municipio,codigo_ibge,descricao_sexo,capital,n,candidaturas
RS,CAÇAPAVA DO SUL,4302808,MASCULINO,0,5,5
RS,CACEQUI,4302907,FEMININO,0,1,1
RS,CACEQUI,4302907,MASCULINO,0,1,1
RS,CACHOEIRA DO SUL,4303004,FEMININO,0,1,1
RS,CACHOEIRA DO SUL,4303004,MASCULINO,0,6,6
RS,CACHOEIRINHA,4303103,MASCULINO,0,6,6
RS,CACIQUE DOBLE,4303202,MASCULINO,0,2,2
RS,CAIBATÉ,4303301,MASCULINO,0,2,2
RS,CAIÇARA,4303400,MASCULINO,0,3,3
RS,CAMAQUÃ,4303509,MASCULINO,0,4,4
RS,CAMARGO,4303558,FEMININO,0,1,1
RS,CAMARGO,4303558,MASCULINO,0,1,1
RS,CAMBARÁ DO SUL,4303608,MASCULINO,0,3,3
RS,CAMPESTRE DA SERRA,4303673,MASCULINO,0,2,2
RS,CAMPINA DAS MISSÕES,4303707,MASCULINO,0,2,2
RS,CAMPINAS DO SUL,4303806,MASCULINO,0,2,2
RS,CAMPO BOM,4303905,FEMININO,0,1,1
RS,CAMPO BOM,4303905,MASCULINO,0,4,4
RS,CAMPO NOVO,4304002,MASCULINO,0,3,3
RS,CAMPOS BORGES,4304101,FEMININO,0,1,1
RS,CAMPOS BORGES,4304101,MASCULINO,0,1,1
RS,CANDELÁRIA,4304200,FEMININO,0,1,1
RS,CANDELÁRIA,4304200,MASCULINO,0,3,3
RS,CÂNDIDO GODÓI,4304309,MASCULINO,0,2,2
RS,CANDIOTA,4304358,MASCULINO,0,3,3
RS,CANELA,4304408,MASCULINO,0,2,2
RS,CANGUÇU,4304507,FEMININO,0,1,1
RS,CANGUÇU,4304507,MASCULINO,0,4,4
RS,CANOAS,4304606,FEMININO,0,1,1
RS,CANOAS,4304606,MASCULINO,0,8,8
RS,CANUDOS DO VALE,4304614,MASCULINO,0,2,2
RS,CAPÃO BONITO DO SUL,4304622,FEMININO,0,1,1
RS,CAPÃO BONITO DO SUL,4304622,MASCULINO,0,1,1
RS,CAPÃO DA CANOA,4304630,FEMININO,0,1,1
RS,CAPÃO DA CANOA,4304630,MASCULINO,0,5,5
RS,CAPÃO DO CIPÓ,4304655,MASCULINO,0,3,3
RS,CAPÃO DO LEÃO,4304663,MASCULINO,0,3,3
RS,CAPELA DE SANTANA,4304689,MASCULINO,0,2,2
RS,CAPITÃO,4304697,MASCULINO,0,2,2
RS,CAPIVARI DO SUL,4304671,FEMININO,0,1,1
RS,CAPIVARI DO SUL,4304671,MASCULINO,0,1,1
RS,CARAÁ,4304713,MASCULINO,0,3,3
RS,CARAZINHO,4304705,MASCULINO,0,5,5
RS,CARLOS BARBOSA,4304804,MASCULINO,0,2,2
RS,CARLOS GOMES,4304853,MASCULINO,0,2,2
RS,CASCA,4304903,MASCULINO,0,2,2
RS,CASEIROS,4304952,MASCULINO,0,2,2
RS,CATUÍPE,4305009,MASCULINO,0,1,1
RS,CAXIAS DO SUL,4305108,MASCULINO,0,11,11
RS,CENTENÁRIO,4305116,MASCULINO,0,2,2
RS,CERRITO,4305124,MASCULINO,0,2,2
RS,CERRO BRANCO,4305132,MASCULINO,0,2,2
RS,CERRO GRANDE,4305157,MASCULINO,0,2,2
RS,CERRO GRANDE DO SUL,4305173,FEMININO,0,1,1
RS,CERRO GRANDE DO SUL,4305173,MASCULINO,0,2,2
RS,CERRO LARGO,4305207,MASCULINO,0,3,3
RS,CHAPADA,4305306,MASCULINO,0,2,2
RS,CHARQUEADAS,4305355,FEMININO,0,1,1
RS,CHARQUEADAS,4305355,MASCULINO,0,5,5
RS,CHARRUA,4305371,MASCULINO,0,2,2
RS,CHIAPETTA,4305405,MASCULINO,0,2,2
RS,CHUÍ,4305439,MASCULINO,0,1,1
RS,CHUVISCA,4305447,MASCULINO,0,2,2
RS,CIDREIRA,4305454,FEMININO,0,1,1
RS,CIDREIRA,4305454,MASCULINO,0,5,5
RS,CIRÍACO,4305504,MASCULINO,0,3,3
RS,COLINAS,4305587,MASCULINO,0,2,2
RS,COLORADO,4305603,MASCULINO,0,2,2
RS,CONDOR,4305702,MASCULINO,0,2,2
RS,CONSTANTINA,4305801,MASCULINO,0,2,2
RS,COQUEIRO BAIXO,4305835,MASCULINO,0,2,2
RS,COQUEIROS DO SUL,4305850,MASCULINO,0,2,2
RS,CORONEL BARROS,4305871,MASCULINO,0,1,1
RS,CORONEL BICACO,4305900,MASCULINO,0,2,2
RS,CORONEL PILAR,4305934,MASCULINO,0,2,2
RS,COTIPORÃ,4305959,MASCULINO,0,2,2
RS,COXILHA,4305975,MASCULINO,0,2,2
RS,CRISSIUMAL,4306007,FEMININO,0,1,1
RS,CRISSIUMAL,4306007,MASCULINO,0,4,4
RS,CRISTAL,4306056,MASCULINO,0,2,2
RS,CRISTAL DO SUL,4306072,MASCULINO,0,1,1
RS,CRUZ ALTA,4306106,FEMININO,0,2,2
RS,CRUZ ALTA,4306106,MASCULINO,0,3,3
RS,CRUZALTENSE,4306130,MASCULINO,0,1,1
RS,CRUZEIRO DO SUL,4306205,FEMININO,0,1,1
RS,CRUZEIRO DO SUL,4306205,MASCULINO,0,1,1
RS,DAVID CANABARRO,4306304,FEMININO,0,1,1
RS,DAVID CANABARRO,4306304,MASCULINO,0,1,1
RS,DERRUBADAS,4306320,MASCULINO,0,2,2
RS,DEZESSEIS DE NOVEMBRO,4306353,MASCULINO,0,2,2
RS,DILERMANDO DE AGUIAR,4306379,MASCULINO,0,3,3
RS,DOIS IRMÃOS,4306403,MASCULINO,0,5,5
RS,DOIS IRMÃOS DAS MISSÕES,4306429,MASCULINO,0,2,2
RS,DOIS LAJEADOS,4306452,MASCULINO,0,2,2
RS,DOM FELICIANO,4306502,FEMININO,0,1,1
RS,DOM FELICIANO,4306502,MASCULINO,0,3,3
RS,DOM PEDRITO,4306601,MASCULINO,0,3,3
RS,DOM PEDRO DE ALCÂNTARA,4306551,MASCULINO,0,3,3
RS,DONA FRANCISCA,4306700,MASCULINO,0,3,3
RS,DOUTOR MAURÍCIO CARDOSO,4306734,MASCULINO,0,1,1
RS,DOUTOR RICARDO,4306759,MASCULINO,0,3,3
RS,ELDORADO DO SUL,4306767,FEMININO,0,2,2
RS,ELDORADO DO SUL,4306767,MASCULINO,0,2,2
RS,ENCANTADO,4306809,MASCULINO,0,2,2
RS,ENCRUZILHADA DO SUL,4306908,MASCULINO,0,4,4
RS,ENGENHO VELHO,4306924,MASCULINO,0,1,1
RS,ENTRE RIOS DO SUL,4306957,MASCULINO,0,2,2
RS,ENTRE-IJUÍS,4306932,MASCULINO,0,1,1
RS,EREBANGO,4306973,MASCULINO,0,2,2
RS,ERECHIM,4307005,MASCULINO,0,4,4
RS,ERNESTINA,4307054,MASCULINO,0,2,2
RS,ERVAL GRANDE,4307203,MASCULINO,0,3,3
RS,ERVAL SECO,4307302,MASCULINO,0,2,2
RS,ESMERALDA,4307401,FEMININO,0,1,1
RS,ESMERALDA,4307401,MASCULINO,0,1,1
RS,ESPERANÇA DO SUL,4307450,MASCULINO,0,3,3
RS,ESPUMOSO,4307500,MASCULINO,0,2,2
RS,ESTAÇÃO,4307559,MASCULINO,0,3,3
RS,ESTÂNCIA VELHA,4307609,FEMININO,0,2,2
RS,ESTÂNCIA VELHA,4307609,MASCULINO,0,4,4
RS,ESTEIO,4307708,FEMININO,0,1,1
RS,ESTEIO,4307708,MASCULINO,0,1,1
RS,ESTRELA,4307807,FEMININO,0,1,1
RS,ESTRELA,4307807,MASCULINO,0,6,6
RS,ESTRELA VELHA,4307815,MASCULINO,0,2,2
RS,EUGÊNIO DE CASTRO,4307831,MASCULINO,0,2,2
RS,FAGUNDES VARELA,4307864,MASCULINO,0,2,2
RS,FARROUPILHA,4307906,FEMININO,0,1,1
RS,FARROUPILHA,4307906,MASCULINO,0,3,3
RS,FAXINAL DO SOTURNO,4308003,MASCULINO,0,2,2
RS,FAXINALZINHO,4308052,MASCULINO,0,1,1
RS,FAZENDA VILANOVA,4308078,MASCULINO,0,3,3
RS,FELIZ,4308102,MASCULINO,0,3,3
RS,FLORES DA CUNHA,4308201,MASCULINO,0,3,3
RS,FLORIANO PEIXOTO,4308250,MASCULINO,0,2,2
RS,FONTOURA XAVIER,4308300,MASCULINO,0,2,2
RS,FORMIGUEIRO,4308409,MASCULINO,0,3,3
RS,FORQUETINHA,4308433,MASCULINO,0,2,2
RS,FORTALEZA DOS VALOS,4308458,FEMININO,0,1,1
RS,FREDERICO WESTPHALEN,4308508,MASCULINO,0,4,4
RS,GARIBALDI,4308607,MASCULINO,0,2,2
RS,GARRUCHOS,4308656,MASCULINO,0,2,2
RS,GAURAMA,4308706,MASCULINO,0,1,1
RS,GENERAL CÂMARA,4308805,MASCULINO,0,2,2
RS,GENTIL,4308854,MASCULINO,0,2,2
RS,GETÚLIO VARGAS,4308904,MASCULINO,0,3,3
RS,GIRUÁ,4309001,MASCULINO,0,2,2
RS,GLORINHA,4309050,MASCULINO,0,3,3
RS,GRAMADO,4309100,MASCULINO,0,4,4
RS,GRAMADO DOS LOUREIROS,4309126,MASCULINO,0,2,2
RS,GRAMADO XAVIER,4309159,MASCULINO,0,2,2
RS,GRAVATAÍ,4309209,FEMININO,0,2,2
RS,GRAVATAÍ,4309209,MASCULINO,0,4,4
RS,GUABIJU,4309258,MASCULINO,0,1,1
RS,GUAÍBA,4309308,FEMININO,0,1,1
RS,GUAÍBA,4309308,MASCULINO,0,6,6
RS,GUAPORÉ,4309407,MASCULINO,0,3,3
RS,GUARANI DAS MISSÕES,4309506,MASCULINO,0,2,2
RS,HARMONIA,4309555,MASCULINO,0,1,1
RS,HERVAL,4307104,MASCULINO,0,2,2
RS,HERVEIRAS,4309571,MASCULINO,0,2,2
RS,HORIZONTINA,4309605,MASCULINO,0,4,4
RS,HULHA NEGRA,4309654,MASCULINO,0,2,2
RS,HUMAITÁ,4309704,MASCULINO,0,4,4
RS,IBARAMA,4309753,MASCULINO,0,2,2
RS,IBIAÇÁ,4309803,MASCULINO,0,2,2
RS,IBIRAIARAS,4309902,MASCULINO,0,2,2
RS,IBIRAPUITÃ,4309951,MASCULINO,0,2,2
RS,IBIRUBÁ,4310009,MASCULINO,0,2,2
RS,IGREJINHA,4310108,MASCULINO,0,2,2
RS,IJUÍ,4310207,MASCULINO,0,3,3
RS,ILÓPOLIS,4310306,MASCULINO,0,2,2
RS,IMBÉ,4310330,MASCULINO,0,3,3
RS,IMIGRANTE,4310363,MASCULINO,0,2,2
RS,INDEPENDÊNCIA,4310405,MASCULINO,0,2,2
RS,INHACORÁ,4310413,MASCULINO,0,1,1
RS,IPÊ,4310439,MASCULINO,0,2,2
RS,IPIRANGA DO SUL,4310462,MASCULINO,0,2,2
RS,IRAÍ,4310504,MASCULINO,0,2,2
RS,ITAARA,4310538,MASCULINO,0,4,4
RS,ITACURUBI,4310553,MASCULINO,0,2,2
RS,ITAPUCA,4310579,MASCULINO,0,3,3
RS,ITAQUI,4310603,MASCULINO,0,3,3
RS,ITATI,4310652,MASCULINO,0,2,2
RS,ITATIBA DO SUL,4310702,MASCULINO,0,2,2
RS,IVORÁ,4310751,FEMININO,0,1,1
RS,IVORÁ,4310751,MASCULINO,0,1,1
RS,IVOTI,4310801,MASCULINO,0,2,2
RS,JABOTICABA,4310850,MASCULINO,0,2,2
RS,JACUIZINHO,4310876,MASCULINO,0,2,2
RS,JACUTINGA,4310900,MASCULINO,0,2,2
RS,JAGUARÃO,4311007,FEMININO,0,1,1
RS,JAGUARÃO,4311007,MASCULINO,0,2,2
RS,JAGUARI,4311106,MASCULINO,0,2,2
RS,JAQUIRANA,4311122,MASCULINO,0,2,2
RS,JARI,4311130,MASCULINO,0,2,2
RS,JÓIA,4311155,MASCULINO,0,3,3
RS,JÚLIO DE CASTILHOS,4311205,MASCULINO,0,2,2
RS,LAGOA BONITA DO SUL,4311239,MASCULINO,0,2,2
RS,LAGOA DOS TRÊS CANTOS,4311270,FEMININO,0,1,1
RS,LAGOA DOS TRÊS CANTOS,4311270,MASCULINO,0,2,2
RS,LAGOA VERMELHA,4311304,MASCULINO,0,2,2
RS,LAGOÃO,4311254,MASCULINO,0,1,1
RS,LAJEADO,4311403,FEMININO,0,1,1
RS,LAJEADO,4311403,MASCULINO,0,2,2
RS,LAJEADO DO BUGRE,4311429,MASCULINO,0,2,2
RS,LAVRAS DO SUL,4311502,MASCULINO,0,2,2
RS,LIBERATO SALZANO,4311601,FEMININO,0,1,1
RS,LIBERATO SALZANO,4311601,MASCULINO,0,2,2
RS,LINDOLFO COLLOR,4311627,MASCULINO,0,4,4
RS,LINHA NOVA,4311643,FEMININO,0,1,1
RS,LINHA NOVA,4311643,MASCULINO,0,1,1
RS,MAÇAMBARÁ,4311718,FEMININO,0,1,1
RS,MAÇAMBARÁ,4311718,MASCULINO,0,1,1
RS,MACHADINHO,4311700,MASCULINO,0,2,2
RS,MAMPITUBA,4311734,MASCULINO,0,2,2
RS,MANOEL VIANA,4311759,MASCULINO,0,2,2
RS,MAQUINÉ,4311775,MASCULINO,0,2,2
RS,MARATÁ,4311791,FEMININO,0,1,1
RS,MARATÁ,4311791,MASCULINO,0,2,2
RS,MARAU,4311809,MASCULINO,0,3,3
RS,MARCELINO RAMOS,4311908,MASCULINO,0,2,2
RS,MARIANA PIMENTEL,4311981,MASCULINO,0,4,4
RS,MARIANO MORO,4312005,MASCULINO,0,2,2
RS,MARQUES DE SOUZA,4312054,MASCULINO,0,2,2
RS,MATA,4312104,MASCULINO,0,2,2
RS,MATO CASTELHANO,4312138,MASCULINO,0,2,2
RS,MATO LEITÃO,4312153,MASCULINO,0,1,1
RS,MATO QUEIMADO,4312179,MASCULINO,0,1,1
RS,MAXIMILIANO DE ALMEIDA,4312203,FEMININO,0,1,1
RS,MAXIMILIANO DE ALMEIDA,4312203,MASCULINO,0,2,2
RS,MINAS DO LEÃO,4312252,FEMININO,0,1,1
RS,MINAS DO LEÃO,4312252,MASCULINO,0,2,2
RS,MIRAGUAÍ,4312302,MASCULINO,0,3,3
RS,MONTAURI,4312351,MASCULINO,0,2,2
RS,MONTE ALEGRE DOS CAMPOS,4312377,MASCULINO,0,2,2
RS,MONTE BELO DO SUL,4312385,MASCULINO,0,2,2
RS,MONTENEGRO,4312401,MASCULINO,0,5,5
RS,MORMAÇO,4312427,MASCULINO,0,3,3
RS,MORRINHOS DO SUL,4312443,MASCULINO,0,2,2
RS,MORRO REDONDO,4312450,MASCULINO,0,3,3
RS,MORRO REUTER,4312476,FEMININO,0,1,1
RS,MOSTARDAS,4312500,MASCULINO,0,2,2
RS,MUÇUM,4312609,MASCULINO,0,3,3
RS,MUITOS CAPÕES,4312617,FEMININO,0,1,1
RS,MUITOS CAPÕES,4312617,MASCULINO,0,1,1
RS,MULITERNO,4312625,MASCULINO,0,2,2
RS,NÃO-ME-TOQUE,4312658,MASCULINO,0,4,4
RS,NICOLAU VERGUEIRO,4312674,MASCULINO,0,2,2
RS,NONOAI,4312708,FEMININO,0,1,1
RS,NONOAI,4312708,MASCULINO,0,1,1
RS,NOVA ALVORADA,4312757,MASCULINO,0,2,2
RS,NOVA ARAÇÁ,4312807,MASCULINO,0,3,3
RS,NOVA BASSANO,4312906,MASCULINO,0,2,2
RS,NOVA BOA VISTA,4312955,MASCULINO,0,2,2
RS,NOVA BRÉSCIA,4313003,MASCULINO,0,3,3
RS,NOVA CANDELÁRIA,4313011,MASCULINO,0,2,2
RS,NOVA ESPERANÇA DO SUL,4313037,FEMININO,0,1,1
RS,NOVA ESPERANÇA DO SUL,4313037,MASCULINO,0,2,2
RS,NOVA HARTZ,4313060,MASCULINO,0,3,3
RS,NOVA PÁDUA,4313086,MASCULINO,0,3,3
RS,NOVA PALMA,4313102,MASCULINO,0,2,2
RS,NOVA PETRÓPOLIS,4313201,FEMININO,0,1,1
RS,NOVA PETRÓPOLIS,4313201,MASCULINO,0,3,3
RS,NOVA PRATA,4313300,MASCULINO,0,4,4
RS,NOVA RAMADA,4313334,MASCULINO,0,2,2
RS,NOVA ROMA DO SUL,4313359,FEMININO,0,1,1
RS,NOVA ROMA DO SUL,4313359,MASCULINO,0,1,1
RS,NOVA SANTA RITA,4313375,MASCULINO,0,4,4
RS,NOVO BARREIRO,4313490,FEMININO,0,1,1
RS,NOVO BARREIRO,4313490,MASCULINO,0,1,1
RS,NOVO CABRAIS,4313391,MASCULINO,0,3,3
RS,NOVO HAMBURGO,4313409,FEMININO,0,2,2
RS,NOVO HAMBURGO,4313409,MASCULINO,0,5,5
RS,NOVO MACHADO,4313425,MASCULINO,0,2,2
RS,NOVO TIRADENTES,4313441,MASCULINO,0,2,2
RS,NOVO XINGU,4313466,MASCULINO,0,2,2
RS,OSÓRIO,4313508,MASCULINO,0,3,3
RS,PAIM FILHO,4313607,MASCULINO,0,2,2
RS,PALMARES DO SUL,4313656,FEMININO,0,1,1
RS,PALMARES DO SUL,4313656,MASCULINO,0,4,4
RS,PALMEIRA DAS MISSÕES,4313706,MASCULINO,0,3,3
RS,PALMITINHO,4313805,MASCULINO,0,3,3
RS,PANAMBI,4313904,MASCULINO,0,4,4
RS,PANTANO GRANDE,4313953,MASCULINO,0,2,2
RS,PARAÍ,4314001,FEMININO,0,1,1
RS,PARAÍ,4314001,MASCULINO,0,1,1
RS,PARAÍSO DO SUL,4314027,MASCULINO,0,2,2
RS,PARECI NOVO,4314035,MASCULINO,0,2,2
RS,PAROBÉ,4314050,MASCULINO,0,3,3
RS,PASSA SETE,4314068,FEMININO,0,1,1
RS,PASSA SETE,4314068,MASCULINO,0,3,3
RS,PASSO DO SOBRADO,4314076,FEMININO,0,1,1
RS,PASSO DO SOBRADO,4314076,MASCULINO,0,3,3
RS,PASSO FUNDO,4314100,MASCULINO,0,7,7
RS,PAULO BENTO,4314134,MASCULINO,0,2,2
RS,PAVERAMA,4314159,MASCULINO,0,2,2
RS,PEDRAS ALTAS,4314175,MASCULINO,0,2,2
RS,PEDRO OSÓRIO,4314209,MASCULINO,0,2,2
RS,PEJUÇARA,4314308,FEMININO,0,1,1
RS,PEJUÇARA,4314308,MASCULINO,0,1,1
RS,PELOTAS,4314407,FEMININO,0,1,1
RS,PELOTAS,4314407,MASCULINO,0,10,10
RS,PICADA CAFÉ,4314423,FEMININO,0,1,1
RS,PICADA CAFÉ,4314423,MASCULINO,0,2,2
RS,PINHAL,4314456,MASCULINO,0,2,2
RS,PINHAL DA SERRA,4314464,MASCULINO,0,2,2
RS,PINHAL GRANDE,4314472,MASCULINO,0,2,2
RS,PINHEIRINHO DO VALE,4314498,MASCULINO,0,2,2
RS,PINHEIRO MACHADO,4314506,MASCULINO,0,3,3
RS,PINTO BANDEIRA,4314548,MASCULINO,0,2,2
RS,PIRAPÓ,4314555,MASCULINO,0,2,2
RS,PIRATINI,4314605,MASCULINO,0,5,5
RS,PLANALTO,4314704,FEMININO,0,1,1
RS,PLANALTO,4314704,MASCULINO,0,3,3
RS,POÇO DAS ANTAS,4314753,FEMININO,0,1,1
RS,POÇO DAS ANTAS,4314753,MASCULINO,0,1,1
RS,PONTÃO,4314779,MASCULINO,0,3,3
RS,PONTE PRETA,4314787,MASCULINO,0,2,2
RS,PORTÃO,4314803,MASCULINO,0,3,3
RS,PORTO ALEGRE,4314902,FEMININO,1,3,3
RS,PORTO ALEGRE,4314902,MASCULINO,1,10,10
RS,PORTO LUCENA,4315008,MASCULINO,0,2,2
RS,PORTO MAUÁ,4315057,MASCULINO,0,2,2
RS,PORTO VERA CRUZ,4315073,MASCULINO,0,1,1
RS,PORTO XAVIER,4315107,MASCULINO,0,2,2
RS,POUSO NOVO,4315131,MASCULINO,0,2,2
RS,PRESIDENTE LUCENA,4315149,FEMININO,0,1,1
RS,PRESIDENTE LUCENA,4315149,MASCULINO,0,2,2
RS,PROGRESSO,4315156,MASCULINO,0,2,2
RS,PROTÁSIO ALVES,4315172,MASCULINO,0,1,1
RS,PUTINGA,4315206,FEMININO,0,1,1
RS,PUTINGA,4315206,MASCULINO,0,1,1
RS,QUARAÍ,4315305,MASCULINO,0,3,3
RS,QUATRO IRMÃOS,4315313,MASCULINO,0,2,2
RS,QUEVEDOS,4315321,FEMININO,0,1,1
RS,QUEVEDOS,4315321,MASCULINO,0,1,1
RS,QUINZE DE NOVEMBRO,4315354,MASCULINO,0,1,1
RS,REDENTORA,4315404,MASCULINO,0,3,3
RS,RELVADO,4315453,MASCULINO,0,3,3
RS,RESTINGA SÊCA,4315503,MASCULINO,0,2,2
RS,RIO DOS ÍNDIOS,4315552,MASCULINO,0,2,2
RS,RIO GRANDE,4315602,FEMININO,0,3,3
RS,RIO GRANDE,4315602,MASCULINO,0,5,5
RS,RIO PARDO,4315701,MASCULINO,0,4,4
RS,RIOZINHO,4315750,MASCULINO,0,2,2
RS,ROCA SALES,4315800,MASCULINO,0,3,3
RS,RODEIO BONITO,4315909,MASCULINO,0,2,2
RS,ROLADOR,4315958,MASCULINO,0,3,3
RS,ROLANTE,4316006,MASCULINO,0,3,3
RS,RONDA ALTA,4316105,MASCULINO,0,3,3
RS,RONDINHA,4316204,MASCULINO,0,1,1
RS,ROQUE GONZALES,4316303,MASCULINO,0,2,2
RS,ROSÁRIO DO SUL,4316402,FEMININO,0,1,1
RS,ROSÁRIO DO SUL,4316402,MASCULINO,0,6,6
RS,SAGRADA FAMÍLIA,4316428,MASCULINO,0,1,1
RS,SALDANHA MARINHO,4316436,MASCULINO,0,2,2
RS,SALTO DO JACUÍ,4316451,MASCULINO,0,3,3
RS,SALVADOR DAS MISSÕES,4316477,MASCULINO,0,2,2
RS,SALVADOR DO SUL,4316501,MASCULINO,0,2,2
RS,SANANDUVA,4316600,MASCULINO,0,2,2
RS,SANTA BÁRBARA DO SUL,4316709,MASCULINO,0,2,2
RS,SANTA CECÍLIA DO SUL,4316733,MASCULINO,0,2,2
RS,SANTA CLARA DO SUL,4316758,MASCULINO,0,2,2
RS,SANTA CRUZ DO SUL,4316808,FEMININO,0,2,2
RS,SANTA CRUZ DO SUL,4316808,MASCULINO,0,5,5
RS,SANTA MARGARIDA DO SUL,4316972,MASCULINO,0,2,2
RS,SANTA MARIA,4316907,MASCULINO,0,6,6
RS,SANTA MARIA DO HERVAL,4316956,FEMININO,0,1,1
RS,SANTA MARIA DO HERVAL,4316956,MASCULINO,0,1,1
RS,SANTA ROSA,4317202,MASCULINO,0,4,4
RS,SANTA TEREZA,4317251,FEMININO,0,1,1
RS,SANTA TEREZA,4317251,MASCULINO,0,1,1
RS,SANTA VITÓRIA DO PALMAR,4317301,MASCULINO,0,3,3
RS,SANTANA DA BOA VISTA,4317004,FEMININO,0,1,1
RS,SANTANA DA BOA VISTA,4317004,MASCULINO,0,3,3
RS,SANTANA DO LIVRAMENTO,4317103,FEMININO,0,2,2
RS,SANTANA DO LIVRAMENTO,4317103,MASCULINO,0,5,5
RS,SANTIAGO,4317400,MASCULINO,0,3,3
RS,SANTO ÂNGELO,4317509,MASCULINO,0,5,5
RS,SANTO ANTÔNIO DA PATRULHA,4317608,MASCULINO,0,3,3
RS,SANTO ANTÔNIO DAS MISSÕES,4317707,FEMININO,0,1,1
RS,SANTO ANTÔNIO DAS MISSÕES,4317707,MASCULINO,0,1,1
RS,SANTO ANTÔNIO DO PALMA,4317558,MASCULINO,0,2,2
RS,SANTO ANTÔNIO DO PLANALTO,4317756,MASCULINO,0,3,3
RS,SANTO AUGUSTO,4317806,FEMININO,0,2,2
RS,SANTO AUGUSTO,4317806,MASCULINO,0,1,1
RS,SANTO CRISTO,4317905,MASCULINO,0,2,2
RS,SANTO EXPEDITO DO SUL,4317954,MASCULINO,0,2,2
RS,SÃO BORJA,4318002,MASCULINO,0,3,3
RS,SÃO DOMINGOS DO SUL,4318051,MASCULINO,0,2,2
RS,SÃO FRANCISCO DE ASSIS,4318101,MASCULINO,0,2,2
RS,SÃO FRANCISCO DE PAULA,4318200,MASCULINO,0,4,4
RS,SÃO GABRIEL,4318309,FEMININO,0,1,1
RS,SÃO GABRIEL,4318309,MASCULINO,0,2,2
RS,SÃO JERÔNIMO,4318408,FEMININO,0,2,2
RS,SÃO JERÔNIMO,4318408,MASCULINO,0,3,3
RS,SÃO JOÃO DA URTIGA,4318424,FEMININO,0,1,1
RS,SÃO JOÃO DA URTIGA,4318424,MASCULINO,0,1,1
RS,SÃO JOÃO DO POLÊSINE,4318432,MASCULINO,0,1,1
RS,SÃO JORGE,4318440,MASCULINO,0,2,2
RS,SÃO JOSÉ DAS MISSÕES,4318457,MASCULINO,0,2,2
RS,SÃO JOSÉ DO HERVAL,4318465,MASCULINO,0,2,2
RS,SÃO JOSÉ DO HORTÊNCIO,4318481,FEMININO,0,1,1
RS,SÃO JOSÉ DO HORTÊNCIO,4318481,MASCULINO,0,3,3
RS,SÃO JOSÉ DO INHACORÁ,4318499,MASCULINO,0,2,2
RS,SÃO JOSÉ DO NORTE,4318507,FEMININO,0,1,1
RS,SÃO JOSÉ DO NORTE,4318507,MASCULINO,0,3,3
RS,SÃO JOSÉ DO OURO,4318606,MASCULINO,0,2,2
RS,SÃO JOSÉ DO SUL,4318614,FEMININO,0,1,1
RS,SÃO JOSÉ DO SUL,4318614,MASCULINO,0,1,1
RS,SÃO JOSÉ DOS AUSENTES,4318622,MASCULINO,0,1,1
RS,SÃO LEOPOLDO,4318705,MASCULINO,0,4,4
RS,SÃO LOURENÇO DO SUL,4318804,FEMININO,0,2,2
RS,SÃO LOURENÇO DO SUL,4318804,MASCULINO,0,4,4
RS,SÃO LUIZ GONZAGA,4318903,MASCULINO,0,2,2
RS,SÃO MARCOS,4319000,MASCULINO,0,3,3
RS,SÃO MARTINHO,4319109,MASCULINO,0,2,2
RS,SÃO MARTINHO DA SERRA,4319125,MASCULINO,0,3,3
RS,SÃO MIGUEL DAS MISSÕES,4319158,MASCULINO,0,2,2
RS,SÃO NICOLAU,4319208,MASCULINO,0,3,3
RS,SÃO PAULO DAS MISSÕES,4319307,FEMININO,0,1,1
RS,SÃO PAULO DAS MISSÕES,4319307,MASCULINO,0,1,1
RS,SÃO PEDRO DA SERRA,4319356,FEMININO,0,1,1
RS,SÃO PEDRO DA SERRA,4319356,MASCULINO,0,1,1
RS,SÃO PEDRO DAS MISSÕES,4319364,MASCULINO,0,2,2
RS,SÃO PEDRO DO BUTIÁ,4319372,MASCULINO,0,2,2
RS,SÃO PEDRO DO SUL,4319406,FEMININO,0,1,1
RS,SÃO PEDRO DO SUL,4319406,MASCULINO,0,2,2
RS,SÃO SEBASTIÃO DO CAÍ,4319505,MASCULINO,0,2,2
RS,SÃO SEPÉ,4319604,MASCULINO,0,2,2
RS,SÃO VALENTIM,4319703,MASCULINO,0,4,4
RS,SÃO VALENTIM DO SUL,4319711,MASCULINO,0,1,1
RS,SÃO VALÉRIO DO SUL,4319737,MASCULINO,0,2,2
RS,SÃO VENDELINO,4319752,FEMININO,0,1,1
RS,SÃO VENDELINO,4319752,MASCULINO,0,1,1
RS,SÃO VICENTE DO SUL,4319802,MASCULINO,0,2,2
RS,SAPIRANGA,4319901,FEMININO,0,1,1
RS,SAPIRANGA,4319901,MASCULINO,0,6,6
RS,SAPUCAIA DO SUL,4320008,FEMININO,0,1,1
RS,SAPUCAIA DO SUL,4320008,MASCULINO,0,4,4
RS,SARANDI,4320107,MASCULINO,0,2,2
RS,SEBERI,4320206,MASCULINO,0,3,3
RS,SEDE NOVA,4320230,MASCULINO,0,2,2
RS,SEGREDO,4320263,MASCULINO,0,1,1
RS,SELBACH,4320305,FEMININO,0,1,1
RS,SELBACH,4320305,MASCULINO,0,2,2
RS,SENADOR SALGADO FILHO,4320321,MASCULINO,0,2,2
RS,SENTINELA DO SUL,4320354,MASCULINO,0,2,2
